Playlist,Playlist Chartmetric ID,Playlist URL,Spotify Playlist ID,Spotify User ID,Spotify Playlist URL,Curator,Curator Chartmetric ID,Curator URL,Track Name,Album,Track URL,Date Added,Days in List,Date Removed,Position,Peak Position,Total Tracks,Country,Followers,28-day Change,28-day Change Percent
Rap Italiano 🇮🇹,2348077,/playlist/spotify/2348077/about,44IU4j4hQ8fB5cCEmSig1E,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/44IU4j4hQ8fB5cCEmSig1E,AMP Records,8542147,/curator/spotify/8542147/about,Giovane Lupo,C'era una volta la west,https://app.chartmetric.com/track/34749736/about,"Apr 23, 2021",209 Days in List,"Nov 18, 2021",40,10,60,null,35639,768,2%
Baby Gang Radio,2282421,/playlist/spotify/2282421/about,37i9dQZF1E4AbUaokV3uTj,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1E4AbUaokV3uTj,Spotify,2,/curator/spotify/2/about,GE To LDN,GE To LDN,https://app.chartmetric.com/track/64420023/about,"Mar 13, 2022",1 Days in List,"Mar 14, 2022",39,39,50,null,8116,580,7%
Baby Gang Radio,2282421,/playlist/spotify/2282421/about,37i9dQZF1E4AbUaokV3uTj,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1E4AbUaokV3uTj,Spotify,2,/curator/spotify/2/about,GLK,GLK,https://app.chartmetric.com/track/69398921/about,"Jun 6, 2022",1 Days in List,"Jun 7, 2022",27,27,50,null,8116,580,7%
Trap Italia 2023 💣,1859347,/playlist/spotify/1859347/about,2rZWNJtQiHPQVIaKEPJ23z,39marco93,https://open.spotify.com/user/39marco93/playlist/2rZWNJtQiHPQVIaKEPJ23z,39marco93,233063,/curator/spotify/233063/about,Dedicato a te,C'era una volta la west,https://app.chartmetric.com/track/34831982/about,"May 11, 2021",221 Days in List,"Dec 18, 2021",32,10,80,null,37605,692,2%
Trap Italia 2023 💣,1859347,/playlist/spotify/1859347/about,2rZWNJtQiHPQVIaKEPJ23z,39marco93,https://open.spotify.com/user/39marco93/playlist/2rZWNJtQiHPQVIaKEPJ23z,39marco93,233063,/curator/spotify/233063/about,Trap Benefit,CONC3TTO,https://app.chartmetric.com/track/32884007/about,"Apr 3, 2021",287 Days in List,"Jan 15, 2022",59,23,80,null,37605,692,2%
Trap Italia 2023 💣,1859347,/playlist/spotify/1859347/about,2rZWNJtQiHPQVIaKEPJ23z,39marco93,https://open.spotify.com/user/39marco93/playlist/2rZWNJtQiHPQVIaKEPJ23z,39marco93,233063,/curator/spotify/233063/about,Fake Friends,Fake Friends,https://app.chartmetric.com/track/80519107/about,"Jul 30, 2022",308 Days in List,"Jun 3, 2023",78,77,80,null,37605,692,2%
Trap Italia 2023 💣,1859347,/playlist/spotify/1859347/about,2rZWNJtQiHPQVIaKEPJ23z,39marco93,https://open.spotify.com/user/39marco93/playlist/2rZWNJtQiHPQVIaKEPJ23z,39marco93,233063,/curator/spotify/233063/about,Bomber 90,Bomber 90,https://app.chartmetric.com/track/27440574/about,"May 9, 2020",367 Days in List,"May 11, 2021",54,10,80,null,37605,692,2%
Trap Italia 2023 💣,1859347,/playlist/spotify/1859347/about,2rZWNJtQiHPQVIaKEPJ23z,39marco93,https://open.spotify.com/user/39marco93/playlist/2rZWNJtQiHPQVIaKEPJ23z,39marco93,233063,/curator/spotify/233063/about,Mai Più,Mai Più,https://app.chartmetric.com/track/68478510/about,"Dec 18, 2021",224 Days in List,"Jul 30, 2022",39,18,80,null,37605,692,2%
Novità Rap Italiano,2402716,/playlist/spotify/2402716/about,37i9dQZF1DX1OQlaot30zi,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX1OQlaot30zi,Spotify,2,/curator/spotify/2/about,Bruciature,Bruciature,https://app.chartmetric.com/track/67528994/about,"Nov 26, 2021",12 Days in List,"Dec 8, 2021",57,26,80,null,39136,536,1%
esse next,1759426,/playlist/spotify/1759426/about,2OYC0si1BOH6YOVgFTJOJl,hl5mhshhm4jh9kzfw342abfgk,https://open.spotify.com/user/hl5mhshhm4jh9kzfw342abfgk/playlist/2OYC0si1BOH6YOVgFTJOJl,esse Magazine,236582,/curator/spotify/236582/about,Trap Benefit,CONC3TTO,https://app.chartmetric.com/track/32884007/about,"Feb 21, 2021",12 Days in List,"Mar 5, 2021",19,17,57,null,43736,459,1%
GYM MOTIVATION 💪🏼 (Old School),3014852,/playlist/spotify/3014852/about,1ZbP3Qy55KD9gQZ7gnmh7n,marcosgarrez,https://open.spotify.com/user/marcosgarrez/playlist/1ZbP3Qy55KD9gQZ7gnmh7n,marcosgarrez,15004496,/curator/spotify/15004496/about,GE To LDN,GE To LDN,https://app.chartmetric.com/track/64420023/about,"Jan 21, 2022",330 Days in List,"Dec 17, 2022",1403,1362,1936,null,3212,449,14%
GYM MOTIVATION 💪🏼 (Old School),3014852,/playlist/spotify/3014852/about,1ZbP3Qy55KD9gQZ7gnmh7n,marcosgarrez,https://open.spotify.com/user/marcosgarrez/playlist/1ZbP3Qy55KD9gQZ7gnmh7n,marcosgarrez,15004496,/curator/spotify/15004496/about,GE To LDN,GE To LDN,https://app.chartmetric.com/track/64420023/about,"Jan 21, 2022",342 Days in List,"Dec 29, 2022",1403,1362,1936,null,3212,449,14%
GYM MOTIVATION 💪🏼 (Old School),3014852,/playlist/spotify/3014852/about,1ZbP3Qy55KD9gQZ7gnmh7n,marcosgarrez,https://open.spotify.com/user/marcosgarrez/playlist/1ZbP3Qy55KD9gQZ7gnmh7n,marcosgarrez,15004496,/curator/spotify/15004496/about,GE To LDN,GE To LDN,https://app.chartmetric.com/track/64420023/about,"Jan 21, 2022",664 Days in List,"Nov 16, 2023",1362,1362,1936,null,3212,449,14%
GYM MOTIVATION 💪🏼 (Old School),3014852,/playlist/spotify/3014852/about,1ZbP3Qy55KD9gQZ7gnmh7n,marcosgarrez,https://open.spotify.com/user/marcosgarrez/playlist/1ZbP3Qy55KD9gQZ7gnmh7n,marcosgarrez,15004496,/curator/spotify/15004496/about,GE To LDN,GE To LDN,https://app.chartmetric.com/track/64420023/about,"Jan 21, 2022",399 Days in List,"Feb 24, 2023",1397,1362,1936,null,3212,449,14%
Top Hits 2023 Italia 🇮🇹 Canzoni Del Momento,2301334,/playlist/spotify/2301334/about,1WZmelyG12EaqpC9xF5rSn,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/1WZmelyG12EaqpC9xF5rSn,AMP Records,8542147,/curator/spotify/8542147/about,Migliori anni,Per quanto fiato ho perso,https://app.chartmetric.com/track/18115660/about,"Dec 18, 2020",7 Days in List,"Dec 25, 2020",15,15,55,null,5048,338,7%
Top Hits 2023 Italia 🇮🇹 Canzoni Del Momento,2301334,/playlist/spotify/2301334/about,1WZmelyG12EaqpC9xF5rSn,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/1WZmelyG12EaqpC9xF5rSn,AMP Records,8542147,/curator/spotify/8542147/about,Dedicato a te,C'era una volta la west,https://app.chartmetric.com/track/34831982/about,"Apr 24, 2021",209 Days in List,"Nov 19, 2021",24,5,55,null,5048,338,7%
Top Hits 2023 Italia 🇮🇹 Canzoni Del Momento,2301334,/playlist/spotify/2301334/about,1WZmelyG12EaqpC9xF5rSn,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/1WZmelyG12EaqpC9xF5rSn,AMP Records,8542147,/curator/spotify/8542147/about,GE To LDN,GE To LDN,https://app.chartmetric.com/track/64420023/about,"Oct 22, 2021",56 Days in List,"Dec 17, 2021",30,18,55,null,5048,338,7%
Top Hits 2023 Italia 🇮🇹 Canzoni Del Momento,2301334,/playlist/spotify/2301334/about,1WZmelyG12EaqpC9xF5rSn,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/1WZmelyG12EaqpC9xF5rSn,AMP Records,8542147,/curator/spotify/8542147/about,Mai Più,Mai Più,https://app.chartmetric.com/track/68478510/about,"Dec 17, 2021",133 Days in List,"Apr 29, 2022",20,4,55,null,5048,338,7%
Top Hits 2023 Italia 🇮🇹 Canzoni Del Momento,2301334,/playlist/spotify/2301334/about,1WZmelyG12EaqpC9xF5rSn,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/1WZmelyG12EaqpC9xF5rSn,AMP Records,8542147,/curator/spotify/8542147/about,Sarai Mai,Sarai Mai,https://app.chartmetric.com/track/24326968/about,"Dec 28, 2020",18 Days in List,"Jan 15, 2021",10,4,55,null,5048,338,7%
Top Hits 2023 Italia 🇮🇹 Canzoni Del Momento,2301334,/playlist/spotify/2301334/about,1WZmelyG12EaqpC9xF5rSn,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/1WZmelyG12EaqpC9xF5rSn,AMP Records,8542147,/curator/spotify/8542147/about,Fake Friends,Fake Friends,https://app.chartmetric.com/track/80519107/about,"Apr 29, 2022",70 Days in List,"Jul 8, 2022",36,18,55,null,5048,338,7%
Top Hits 2023 Italia 🇮🇹 Canzoni Del Momento,2301334,/playlist/spotify/2301334/about,1WZmelyG12EaqpC9xF5rSn,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/1WZmelyG12EaqpC9xF5rSn,AMP Records,8542147,/curator/spotify/8542147/about,Trap Benefit,CONC3TTO,https://app.chartmetric.com/track/32884007/about,"Feb 19, 2021",64 Days in List,"Apr 24, 2021",15,15,55,null,5048,338,7%
SPINNING 🏃🏼 TOP 2023,9554514,/playlist/spotify/9554514/about,05ZrjWFl31Ew9TF5klopl2,pc23zg752zkt4nvcag1qqss0e,https://open.spotify.com/user/pc23zg752zkt4nvcag1qqss0e/playlist/05ZrjWFl31Ew9TF5klopl2,Waves,14530979,/curator/spotify/14530979/about,FENOMENALE,FENOMENALE,https://app.chartmetric.com/track/83949140/about,"Nov 10, 2023",50 Days in List,"Dec 30, 2023",38,11,104,null,15577,267,2%
SPINNING 🏃🏼 TOP 2023,9554514,/playlist/spotify/9554514/about,05ZrjWFl31Ew9TF5klopl2,pc23zg752zkt4nvcag1qqss0e,https://open.spotify.com/user/pc23zg752zkt4nvcag1qqss0e/playlist/05ZrjWFl31Ew9TF5klopl2,Waves,14530979,/curator/spotify/14530979/about,FENOMENALE,FENOMENALE,https://app.chartmetric.com/track/83949140/about,"Jul 27, 2022",80 Days in List,"Oct 15, 2022",24,11,104,null,15577,267,2%
RDS | 100% Grandi successi Radio RDS - Hits 100%,2277291,/playlist/spotify/2277291/about,5RbzyRACjDhtQuj0FAtXXA,axertsa,https://open.spotify.com/user/axertsa/playlist/5RbzyRACjDhtQuj0FAtXXA,axertsa,328867,/curator/spotify/328867/about,FENOMENALE,FENOMENALE,https://app.chartmetric.com/track/83949140/about,"Jun 25, 2022",179 Days in List,"Dec 21, 2022",52,20,50,null,7817,45,1%
RDS | 100% Grandi successi Radio RDS - Hits 100%,2277291,/playlist/spotify/2277291/about,5RbzyRACjDhtQuj0FAtXXA,axertsa,https://open.spotify.com/user/axertsa/playlist/5RbzyRACjDhtQuj0FAtXXA,axertsa,328867,/curator/spotify/328867/about,Con Te,Con Te,https://app.chartmetric.com/track/73639790/about,"Feb 22, 2022",63 Days in List,"Apr 26, 2022",58,57,50,null,7817,45,1%
Trap Italia 2023 💣 Rap Italiano 2023,2406932,/playlist/spotify/2406932/about,3UpRU47uMgnzAwVQYXJeMa,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/3UpRU47uMgnzAwVQYXJeMa,AMP Records,8542147,/curator/spotify/8542147/about,Mai Più,Mai Più,https://app.chartmetric.com/track/68478510/about,"Dec 17, 2021",59 Days in List,"Feb 14, 2022",23,4,60,null,2572,45,2%
Trap Italia 2023 💣 Rap Italiano 2023,2406932,/playlist/spotify/2406932/about,3UpRU47uMgnzAwVQYXJeMa,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/3UpRU47uMgnzAwVQYXJeMa,AMP Records,8542147,/curator/spotify/8542147/about,Giovane Lupo,C'era una volta la west,https://app.chartmetric.com/track/34749736/about,"May 9, 2021",177 Days in List,"Nov 2, 2021",33,15,60,null,2572,45,2%
Trap Italia 2023 💣 Rap Italiano 2023,2406932,/playlist/spotify/2406932/about,3UpRU47uMgnzAwVQYXJeMa,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/3UpRU47uMgnzAwVQYXJeMa,AMP Records,8542147,/curator/spotify/8542147/about,Seum,Seum,https://app.chartmetric.com/track/34169041/about,"May 9, 2021",177 Days in List,"Nov 2, 2021",11,5,60,null,2572,45,2%
Trap Italia 2023 💣 Rap Italiano 2023,2406932,/playlist/spotify/2406932/about,3UpRU47uMgnzAwVQYXJeMa,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/3UpRU47uMgnzAwVQYXJeMa,AMP Records,8542147,/curator/spotify/8542147/about,GLK,GLK,https://app.chartmetric.com/track/69398921/about,"Jan 14, 2022",503 Days in List,"Jun 1, 2023",30,4,60,null,2572,45,2%
Trap Italia 2023 💣 Rap Italiano 2023,2406932,/playlist/spotify/2406932/about,3UpRU47uMgnzAwVQYXJeMa,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/3UpRU47uMgnzAwVQYXJeMa,AMP Records,8542147,/curator/spotify/8542147/about,Bruciature,Bruciature,https://app.chartmetric.com/track/67528994/about,"Nov 29, 2021",77 Days in List,"Feb 14, 2022",20,10,60,null,2572,45,2%
Trap Italia 2023 💣 Rap Italiano 2023,2406932,/playlist/spotify/2406932/about,3UpRU47uMgnzAwVQYXJeMa,ujqpgmanktzo5zx9wvc99g791,https://open.spotify.com/user/ujqpgmanktzo5zx9wvc99g791/playlist/3UpRU47uMgnzAwVQYXJeMa,AMP Records,8542147,/curator/spotify/8542147/about,X la Vita,C'era una volta la west,https://app.chartmetric.com/track/34750010/about,"May 9, 2021",177 Days in List,"Nov 2, 2021",23,10,60,null,2572,45,2%
Drill  Vibes 🇮🇹,7344774,/playlist/spotify/7344774/about,5Kzw40QUyS4YJjGgiQ5SwZ,pc23zg752zkt4nvcag1qqss0e,https://open.spotify.com/user/pc23zg752zkt4nvcag1qqss0e/playlist/5Kzw40QUyS4YJjGgiQ5SwZ,Waves,14530979,/curator/spotify/14530979/about,GE To LDN,GE To LDN,https://app.chartmetric.com/track/64420023/about,"Oct 14, 2022",58 Days in List,"Dec 11, 2022",45,10,99,null,1028,54,5%
Drill  Vibes 🇮🇹,7344774,/playlist/spotify/7344774/about,5Kzw40QUyS4YJjGgiQ5SwZ,pc23zg752zkt4nvcag1qqss0e,https://open.spotify.com/user/pc23zg752zkt4nvcag1qqss0e/playlist/5Kzw40QUyS4YJjGgiQ5SwZ,Waves,14530979,/curator/spotify/14530979/about,GE To LDN,GE To LDN,https://app.chartmetric.com/track/64420023/about,"Nov 2, 2021",257 Days in List,"Jul 17, 2022",15,10,99,null,1028,54,5%
Drill  Vibes 🇮🇹,7344774,/playlist/spotify/7344774/about,5Kzw40QUyS4YJjGgiQ5SwZ,pc23zg752zkt4nvcag1qqss0e,https://open.spotify.com/user/pc23zg752zkt4nvcag1qqss0e/playlist/5Kzw40QUyS4YJjGgiQ5SwZ,Waves,14530979,/curator/spotify/14530979/about,GE To LDN,GE To LDN,https://app.chartmetric.com/track/64420023/about,"Nov 17, 2023",9 Days in List,"Nov 26, 2023",86,10,99,null,1028,54,5%
Drill  Vibes 🇮🇹,7344774,/playlist/spotify/7344774/about,5Kzw40QUyS4YJjGgiQ5SwZ,pc23zg752zkt4nvcag1qqss0e,https://open.spotify.com/user/pc23zg752zkt4nvcag1qqss0e/playlist/5Kzw40QUyS4YJjGgiQ5SwZ,Waves,14530979,/curator/spotify/14530979/about,GE To LDN,GE To LDN,https://app.chartmetric.com/track/64420023/about,"Jan 28, 2023",288 Days in List,"Nov 12, 2023",19,10,99,null,1028,54,5%
Recent Genres Sampler,1850229,/playlist/spotify/1850229/about,4ibx3N0OdTyTFZTRX1zEQQ,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/4ibx3N0OdTyTFZTRX1zEQQ,The Sounds of Spotify,137219,/curator/spotify/137219/about,Dedicato a te,C'era una volta la west,https://app.chartmetric.com/track/34831982/about,"Oct 22, 2021",2 Days in List,"Oct 24, 2021",45,45,100,null,1292,25,2%
Estate Italiana 🍹 Summer Hits,5479511,/playlist/spotify/5479511/about,5KeNyUjx6xBkWZk6oa62sW,pc23zg752zkt4nvcag1qqss0e,https://open.spotify.com/user/pc23zg752zkt4nvcag1qqss0e/playlist/5KeNyUjx6xBkWZk6oa62sW,Waves,14530979,/curator/spotify/14530979/about,FENOMENALE,FENOMENALE,https://app.chartmetric.com/track/83949140/about,"Jul 22, 2022",63 Days in List,"Sep 23, 2022",32,5,51,null,3462,54,2%
Estate Italiana 🍹 Summer Hits,5479511,/playlist/spotify/5479511/about,5KeNyUjx6xBkWZk6oa62sW,pc23zg752zkt4nvcag1qqss0e,https://open.spotify.com/user/pc23zg752zkt4nvcag1qqss0e/playlist/5KeNyUjx6xBkWZk6oa62sW,Waves,14530979,/curator/spotify/14530979/about,FENOMENALE,FENOMENALE,https://app.chartmetric.com/track/83949140/about,"Oct 27, 2023",15 Days in List,"Nov 11, 2023",25,5,51,null,3462,54,2%
Estate Italiana 🍹 Summer Hits,5479511,/playlist/spotify/5479511/about,5KeNyUjx6xBkWZk6oa62sW,pc23zg752zkt4nvcag1qqss0e,https://open.spotify.com/user/pc23zg752zkt4nvcag1qqss0e/playlist/5KeNyUjx6xBkWZk6oa62sW,Waves,14530979,/curator/spotify/14530979/about,Sarai Mai,Sarai Mai,https://app.chartmetric.com/track/24326968/about,"Oct 27, 2023",15 Days in List,"Nov 11, 2023",32,30,51,null,3462,54,2%
In Orbita 🚀,2303549,/playlist/spotify/2303549/about,1lbV5QgKSWW9zCCyO7sEud,5ft8vu2i53zun0peitwk7ua8q,https://open.spotify.com/user/5ft8vu2i53zun0peitwk7ua8q/playlist/1lbV5QgKSWW9zCCyO7sEud,Best Playlist,282278,/curator/spotify/282278/about,FENOMENALE,FENOMENALE,https://app.chartmetric.com/track/83949140/about,"Oct 9, 2022",60 Days in List,"Dec 8, 2022",47,29,51,null,11217,19,0%
In Orbita 🚀,2303549,/playlist/spotify/2303549/about,1lbV5QgKSWW9zCCyO7sEud,5ft8vu2i53zun0peitwk7ua8q,https://open.spotify.com/user/5ft8vu2i53zun0peitwk7ua8q/playlist/1lbV5QgKSWW9zCCyO7sEud,Best Playlist,282278,/curator/spotify/282278/about,GE To LDN,GE To LDN,https://app.chartmetric.com/track/64420023/about,"Oct 9, 2022",60 Days in List,"Dec 8, 2022",52,37,51,null,11217,19,0%
Estate Italiana 🍹 Summer Hits,5479511,/playlist/spotify/5479511/about,5KeNyUjx6xBkWZk6oa62sW,pc23zg752zkt4nvcag1qqss0e,https://open.spotify.com/user/pc23zg752zkt4nvcag1qqss0e/playlist/5KeNyUjx6xBkWZk6oa62sW,Waves,14530979,/curator/spotify/14530979/about,Flashback,Flashback,https://app.chartmetric.com/track/94833549/about,"Oct 27, 2023",15 Days in List,"Nov 11, 2023",39,37,51,null,3462,54,2%
Estate Italiana 🍹 Summer Hits,5479511,/playlist/spotify/5479511/about,5KeNyUjx6xBkWZk6oa62sW,pc23zg752zkt4nvcag1qqss0e,https://open.spotify.com/user/pc23zg752zkt4nvcag1qqss0e/playlist/5KeNyUjx6xBkWZk6oa62sW,Waves,14530979,/curator/spotify/14530979/about,Con Te,Con Te,https://app.chartmetric.com/track/73639790/about,"Oct 27, 2023",15 Days in List,"Nov 11, 2023",14,12,51,null,3462,54,2%
Estate Italiana 🍹 Summer Hits,5479511,/playlist/spotify/5479511/about,5KeNyUjx6xBkWZk6oa62sW,pc23zg752zkt4nvcag1qqss0e,https://open.spotify.com/user/pc23zg752zkt4nvcag1qqss0e/playlist/5KeNyUjx6xBkWZk6oa62sW,Waves,14530979,/curator/spotify/14530979/about,Con Te,Con Te,https://app.chartmetric.com/track/73639790/about,"Mar 29, 2022",56 Days in List,"May 24, 2022",49,12,51,null,3462,54,2%
Nayt Radio,2105916,/playlist/spotify/2105916/about,37i9dQZF1E4z3cCloHhP8J,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1E4z3cCloHhP8J,Spotify,2,/curator/spotify/2/about,Migliori anni,Per quanto fiato ho perso,https://app.chartmetric.com/track/18115660/about,"Jul 30, 2023",1 Days in List,"Jul 31, 2023",46,46,50,null,1421,24,2%
Nayt Radio,2105916,/playlist/spotify/2105916/about,37i9dQZF1E4z3cCloHhP8J,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1E4z3cCloHhP8J,Spotify,2,/curator/spotify/2/about,Migliori anni,Per quanto fiato ho perso,https://app.chartmetric.com/track/18115660/about,"Aug 13, 2023",1 Days in List,"Aug 14, 2023",47,46,50,null,1421,24,2%
Achille Lauro Radio,2144483,/playlist/spotify/2144483/about,37i9dQZF1E4DJLCkYGBIqu,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1E4DJLCkYGBIqu,Spotify,2,/curator/spotify/2/about,Sarai Mai,Sarai Mai,https://app.chartmetric.com/track/24326968/about,"Jun 18, 2022",1 Days in List,"Jun 19, 2022",18,18,50,null,3154,25,1%
Festa di laurea🐎🎉,12919242,/playlist/spotify/12919242/about,1xaMpjTfkIr83sQYNIVb9s,21rf6cqe5o44njoyufyxaavti,https://open.spotify.com/user/21rf6cqe5o44njoyufyxaavti/playlist/1xaMpjTfkIr83sQYNIVb9s,Sofia,22054218,/curator/spotify/22054218/about,FENOMENALE,FENOMENALE,https://app.chartmetric.com/track/83949140/about,"Aug 18, 2022",134 Days in List,"Dec 30, 2022",207,207,208,null,265,33,12%
